,code,decileMarch24,d_or_o
10494,E01010504,0,0
10498,E01029618,0,0
10517,E01035749,0,1
10536,E01020378,0,0
10539,E01024419,0,1
10567,E01012952,0,0
10600,E01035007,0,2
10611,E01031894,0,2
10625,E01024376,0,2
10629,E01029391,0,0
10665,E01017115,0,0
10678,E01020430,0,1
10692,E01031470,0,0
10753,E01003800,0,0
10796,E01017337,0,0
10797,E01002230,0,2
10841,E01028507,0,1
10850,E01024197,0,1
10905,E01024477,0,2
10934,E01015578,0,2
10975,E01034210,0,1
10977,E01008643,0,0
10987,E01033234,0,1
11003,E01024851,0,0
11005,E01032222,0,1
11030,E01029913,0,2
11071,E01001741,0,1
11079,E01014758,0,0
11170,E01000259,0,0
11227,E01012948,0,1
11230,E01027326,0,0
11233,E01018914,0,1
11236,E01013028,0,0
11241,E01023018,0,2
11252,E01021854,0,2
11263,E01016168,0,0
11276,E01002142,0,1
11307,E01002315,0,0
11317,E01017295,0,2
11327,E01002054,0,1
11334,E01028958,0,2
11369,E01016172,0,0
11376,E01033829,0,1
11389,E01026536,0,2
11398,E01029781,0,2
11402,E01035309,0,2
11404,E01015573,0,0
11437,E01001742,0,1
11458,E01035149,0,2
11472,E01028773,0,1
11498,E01017835,0,1
11503,E01016514,0,1
11518,E01017900,0,1
11527,E01034697,0,2
11529,E01035452,0,2
11549,E01022449,0,0
11559,E01004430,0,0
11562,E01021595,0,2
11577,E01003394,0,0
11585,E01001801,0,1
11596,E01030815,0,0
11634,E01018715,0,2
11636,E01034212,0,0
11653,E01026266,0,0
11655,E01001842,0,1
11656,E01013084,0,0
11670,E01002235,0,2
11691,E01026083,0,0
11694,E01003616,0,0
11698,E01033314,0,0
11714,E01012945,0,0
11717,E01027328,0,1
11719,E01007612,0,1
11724,E01017573,0,0
11733,E01023408,0,1
11739,E01024997,0,1
11755,E01035587,0,1
11763,E01001962,0,1
11768,E01025369,0,1
11803,E01024725,0,2
11823,E01002231,0,0
11830,E01029376,0,1
11841,E01029167,0,0
11843,E01006253,0,0
11850,E01016556,0,1
11851,E01004328,0,2
11855,E01025382,0,1
11856,E01033912,0,2
11862,E01032223,0,1
11863,E01026705,0,0
11865,E01014144,0,1
11875,E01012930,0,2
11881,E01020481,0,2
11921,E01001795,0,0
11928,E01035647,0,2
11941,E01002144,0,1
11956,E01017828,0,1
11966,E01004243,0,0
11971,E01013387,0,1
12000,E01017112,0,0
12010,E01031543,0,2
12011,E01014478,0,0
12027,E01030724,0,1
12059,E01012164,0,1
12075,E01032957,0,1
12083,E01022336,0,2
12090,E01022352,0,2
12106,E01012239,0,0
12137,E01018889,0,0
12189,E01013215,0,1
12205,E01015631,0,2
12217,E01028637,0,1
12221,E01017336,0,2
12229,E01012944,0,0
12233,E01032996,0,2
12242,E01033782,0,0
12258,E01001969,0,1
12271,E01008659,0,1
12273,E01002201,0,0
12318,E01002177,0,2
12337,E01018913,0,0
12365,E01025902,0,2
12375,E01023717,0,1
12377,E01000170,0,0
12378,E01024773,0,1
12399,E01026870,0,0
12402,E01000142,0,0
12403,E01027053,0,0
12442,E01031451,0,2
12446,E01032631,0,1
12471,E01030389,0,2
12476,E01029807,0,0
12484,E01000261,0,1
12493,E01001585,0,2
12511,E01026297,0,2
12515,E01034806,0,2
12523,E01031627,0,1
12525,E01004221,0,1
12526,E01023965,0,2
12530,E01006321,0,0
12566,E01013411,0,1
12581,E01015550,0,1
12611,E01023308,0,1
12613,E01026273,0,1
12637,E01029912,0,2
12641,E01026084,0,1
12657,E01023722,0,1
12659,E01018671,0,0
12667,E01029417,0,0
12672,E01000872,0,0
12682,E01015581,0,1
12683,E01004751,0,2
12700,E01022995,0,1
12720,E01021065,0,2
12731,E01000533,0,1
12736,E01014759,0,0
12738,E01010506,0,0
12750,E01033192,0,1
12760,E01004665,0,2
12761,E01004217,0,2
12767,E01026256,0,1
12775,E01002700,0,0
12792,E01013083,0,1
12800,E01032779,0,2
12815,E01008645,0,0
12823,E01021844,0,1
12828,E01027030,0,0
12841,E01006256,0,2
12851,E01032177,0,1
12862,E01029330,0,0
12882,E01000138,0,2
12883,E01002107,0,2
12900,E01004029,0,0
12918,E01034101,0,0
12922,E01017926,0,2
12923,E01006987,0,2
12936,E01002299,0,1
12951,E01014458,0,1
12952,E01001840,0,2
12984,E01031580,0,2
12996,E01003503,0,0
12998,E01018707,0,0
13023,E01035675,0,0
13026,E01000260,0,2
13062,E01000871,0,2
13073,E01018105,0,0
13092,E01001649,0,1
13095,E01029094,0,1
13103,E01023293,0,0
13109,E01032995,0,2
13134,E01030830,0,0
13144,E01024756,0,1
13151,E01014140,0,1
13154,E01006986,0,1
13162,E01022340,0,2
13173,E01022567,0,0
13174,E01030119,0,1
13178,E01017653,0,1
13209,E01023296,0,2
13212,E01002699,0,0
13220,E01027341,0,0
13241,E01025268,0,0
13253,E01002294,0,0
13254,E01020341,0,0
13276,E01035660,0,1
13284,E01021847,0,0
13287,E01026257,0,2
13303,E01008180,0,2
13311,E01006936,0,0
13312,E01022987,0,1
13317,E01027122,0,1
13330,E01025273,0,2
13331,E01031435,0,1
13334,E01017710,0,1
13340,E01032707,0,0
13345,E01015139,0,2
13357,E01010955,0,1
13371,E01004370,0,2
13372,E01032636,0,2
13375,E01023805,0,1
13411,E01004334,0,1
13412,E01017299,0,0
13418,E01002875,0,1
13420,E01017813,0,1
13427,E01027090,0,0
13451,E01005289,0,0
13458,E01004202,0,1
13459,E01021774,0,0
13460,E01029413,0,2
13461,E01014134,0,2
13469,E01030387,0,2
13478,E01026448,0,0
13488,E01010505,0,0
13502,E01030543,0,1
13504,E01024528,0,0
13507,E01023305,0,0
13519,E01024625,0,1
13529,E01015582,0,0
13534,E01017826,0,2
13550,E01006351,0,2
13556,E01006017,0,2
13570,E01029179,0,1
13572,E01006989,0,2
13576,E01029046,0,1
13585,E01021703,0,0
13592,E01004444,0,1
13631,E01026277,0,0
13636,E01021059,0,2
13642,E01017340,0,2
13645,E01002743,0,2
13647,E01008277,0,0
13648,E01024721,0,1
13659,E01024807,0,2
13664,E01020180,0,1
13668,E01025753,0,2
13675,E01031512,0,0
13676,E01023152,0,2
13692,E01029001,0,2
13711,E01025291,0,0
13715,E01017265,0,1
13720,E01002139,0,1
13736,E01017236,0,2
13738,E01002140,0,0
13742,E01011033,0,1
13744,E01032178,0,1
13748,E01004247,0,1
13753,E01002288,0,0
13755,E01013309,0,2
13759,E01006233,0,2
13763,E01017608,0,2
13770,E01021924,0,2
13796,E01010153,0,1
13802,E01015175,0,1
13804,E01015141,0,2
13811,E01016079,0,2
13816,E01023846,0,1
13817,E01017151,0,0
13818,E01002879,0,0
13823,E01027074,0,0
13825,E01007075,0,0
13832,E01016068,0,2
13834,E01012287,0,2
13837,E01029716,0,0
13846,E01019991,0,0
13853,E01024558,0,1
13864,E01000621,0,0
13867,E01029033,0,1
13869,E01018840,0,2
13880,E01014142,0,2
13883,E01023034,0,0
13894,E01002183,0,2
13895,E01007925,0,0
13900,E01023513,0,2
13936,E01006937,0,1
13942,E01029322,0,2
13943,E01022994,0,1
13952,E01018860,0,2
13957,E01016541,0,1
13961,E01008256,0,2
13965,E01010519,0,2
13973,E01003845,0,1
13976,E01000971,0,1
13979,E01002519,0,2
14005,E01021371,0,2
14009,E01028439,0,1
14017,E01000324,0,0
14023,E01002324,0,0
14024,E01007082,0,2
14031,E01015416,0,2
14036,E01013091,0,1
14042,E01005925,0,0
14043,E01023343,0,0
14044,E01000543,0,2
14061,E01022547,0,1
14062,E01029914,0,1
14063,E01028833,0,0
14068,E01006267,0,2
14071,E01020371,0,2
14074,E01024526,0,1
14084,E01000224,0,1
14091,E01025270,0,2
14096,E01008245,0,1
14102,E01002111,0,1
14106,E01032926,0,1
14113,E01007921,0,0
14127,E01030829,0,2
14131,E01000133,0,0
14136,E01029915,0,0
14156,E01016555,0,1
14157,E01023803,0,2
14164,E01012289,0,0
14165,E01028124,0,0
14178,E01000340,0,0
14179,E01002906,0,2
14184,E01031437,0,1
14186,E01033308,0,0
14188,E01016126,0,0
14192,E01008455,0,0
14195,E01002523,0,2
14198,E01031313,0,0
14204,E01002992,0,2
14208,E01031578,0,2
14210,E01035297,0,1
14230,E01016118,0,0
14254,E01028692,0,1
14269,E01001589,0,2
14273,E01004753,0,1
14277,E01024134,0,1
14286,E01006320,0,2
14291,E01034729,0,0
14294,E01002335,0,2
14309,E01008949,0,2
14311,E01018841,0,0
14319,E01000488,0,0
14333,E01015533,0,2
14339,E01025973,0,2
14344,E01020359,0,1
14360,E01002300,0,2
14373,E01010152,0,1
14382,E01004341,0,1
14389,E01018747,0,0
14390,E01002413,0,0
14393,E01010468,0,0
14403,E01016123,0,0
14406,E01010181,0,1
14410,E01000311,0,1
14416,E01012163,0,2
14421,E01004209,0,2
14427,E01024478,0,2
14428,E01001690,0,1
14430,E01029283,0,2
14436,E01011712,0,2
14437,E01033086,0,1
14438,E01035504,0,2
14441,E01035210,0,0
14445,E01028152,0,2
14447,E01022120,0,1
14457,E01006263,0,2
14463,E01015414,0,2
14484,E01000143,0,0
14485,E01027339,0,0
14487,E01025893,0,1
14488,E01032194,0,1
14503,E01016041,0,1
14510,E01017654,0,2
14514,E01000525,0,2
14519,E01035394,0,2
14531,E01005810,0,1
14534,E01001919,0,0
14536,E01029377,0,1
14539,E01029034,0,1
14542,E01019888,0,0
14547,E01031453,0,1
14552,E01004195,0,0
14553,E01030968,0,1
14559,E01018035,0,0
14563,E01032652,0,1
14566,E01008195,0,1
14571,E01012286,0,2
14576,E01034944,0,2
14579,E01004393,0,2
14587,E01012165,0,0
14589,E01031805,0,2
14591,E01035296,0,2
14592,E01017388,0,0
14595,E01008209,0,1
14596,E01022022,0,1
14606,E01031982,0,0
14608,E01007079,0,2
14611,E01033556,0,1
14613,E01015916,0,1
14619,E01027670,0,0
14621,E01011472,0,0
14622,E01033088,0,2
14628,E01002271,0,1
14639,E01014105,0,2
14642,E01018918,0,0
14643,E01018062,0,0
14656,E01000241,0,1
14673,E01004742,0,2
14678,E01007330,0,2
14683,E01007142,0,2
14684,E01032506,0,0
14690,E01007926,0,0
14692,E01000641,0,0
14705,E01011105,0,0
14712,E01000521,0,1
14716,E01003368,0,0
14717,E01002248,0,0
14726,E01016863,0,0
14727,E01035393,0,0
14729,E01024360,0,2
14731,E01002854,0,1
14738,E01028123,0,1
14742,E01029095,0,0
14743,E01030660,0,0
14747,E01006236,0,0
14754,E01022427,0,2
14759,E01035537,0,0
14765,E01020726,0,2
14774,E01031848,0,2
14775,E01001276,0,0
14778,E01004439,0,1
14779,E01004752,0,0
14781,E01000547,0,2
14787,E01003068,0,0
14788,E01008450,0,0
14794,E01018111,0,2
14798,E01021821,0,2
14805,E01008280,0,1
14807,E01000214,0,0
14813,E01022011,0,1
14815,E01000174,0,0
14821,E01018940,0,2
14824,E01025688,0,2
14828,E01034805,0,2
14831,E01034007,0,2
14833,E01024322,0,1
14849,E01017556,0,0
14852,E01002150,0,0
14854,E01021027,0,0
14856,E01031473,0,0
14857,E01024754,0,1
14866,E01006258,0,1
14868,E01017182,0,0
14870,E01001018,0,2
14871,E01015335,0,0
14878,E01001348,0,1
14881,E01018900,0,2
14886,E01029002,0,0
14887,E01019922,0,0
14892,E01014962,0,2
14894,E01023312,0,2
14897,E01007115,0,1
14899,E01011717,0,0
14903,E01011157,0,1
14906,E01007106,0,2
14908,E01029300,0,0
14916,E01013325,0,0
14918,E01026814,0,1
14922,E01017717,0,0
14923,E01002975,0,2
14926,E01026114,0,0
14927,E01000884,0,2
14930,E01030502,0,0
14933,E01007016,0,2
14940,E01006235,0,0
14943,E01014520,0,1
14946,E01004180,0,0
14950,E01018458,0,0
14953,E01017186,0,0
14959,E01016173,0,0
14960,E01021087,0,1
14964,E01029042,0,1
14965,E01000875,0,0
14983,E01000256,0,1
14986,E01032145,0,1
14995,E01001632,0,2
14996,E01028649,0,0
15000,E01002341,0,0
15004,E01028772,0,1
15006,E01030853,0,1
15010,E01003703,0,1
15015,E01034810,0,0
15022,E01027292,0,0
15025,E01005975,0,1
15029,E01024274,0,2
15031,E01016058,0,2
15032,E01020335,0,1
15033,E01022996,0,0
15035,E01019917,0,1
15044,E01018811,0,0
15046,E01017963,0,2
15050,E01018654,0,2
15052,E01033830,0,0
15053,E01020001,0,2
15056,E01032174,0,2
15061,E01006426,0,2
15064,E01029505,0,1
15074,E01016245,0,1
15077,E01035288,0,1
15079,E01030122,0,1
15081,E01002977,0,0
15082,E01024520,0,1
15091,E01013019,0,0
15092,E01008294,0,2
15093,E01015878,0,2
15100,E01021935,0,0
15103,E01023818,0,1
15105,E01009904,0,2
15108,E01035164,0,1
15116,E01035439,0,2
15131,E01021161,0,0
15134,E01017386,0,1
15143,E01021339,0,1
15144,E01007980,0,1
15145,E01021458,0,2
15149,E01033937,0,0
15159,E01000123,0,1
15161,E01027637,0,2
15162,E01033244,0,2
15165,E01007920,0,2
15166,E01029793,0,1
15170,E01029040,0,0
15178,E01001998,0,1
15193,E01023720,0,0
15196,E01008201,0,2
15197,E01021738,0,2
15202,E01030333,0,1
15210,E01014480,0,1
15211,E01034301,0,1
15224,E01004163,0,1
15230,E01033386,0,1
15231,E01016122,0,0
15232,E01032507,0,1
15233,E01002473,0,0
15236,E01006990,0,1
15240,E01020384,0,2
15247,E01002069,0,2
15252,E01008311,0,1
15263,E01025269,0,2
15264,E01028291,0,1
15269,E01028775,0,1
15278,E01025227,0,0
15288,E01004452,0,1
15292,E01004257,0,1
15293,E01001570,0,2
15298,E01001563,0,2
15300,E01030402,0,0
15313,E01003409,0,2
15315,E01000636,0,0
15325,E01008192,0,1
15328,E01010231,0,2
15332,E01007151,0,2
15336,E01010387,0,1
15338,E01018774,0,0
15339,E01033784,0,0
15344,E01018704,0,0
15347,E01020140,0,2
15349,E01032297,0,2
15351,E01029039,0,2
15352,E01025071,0,1
15359,E01033276,0,1
15360,E01024451,0,1
15365,E01001772,0,0
15369,E01001391,0,1
15372,E01025728,0,2
15374,E01017555,0,0
15375,E01004668,0,0
15376,E01023518,0,2
15377,E01024749,0,2
15378,E01018838,0,0
15381,E01029874,0,2
15386,E01002831,0,1
15390,E01011102,0,2
15393,E01023628,0,2
15397,E01030681,0,1
15400,E01021968,0,1
15403,E01002421,0,1
15407,E01029410,0,1
15409,E01004423,0,1
15416,E01020516,0,2
15419,E01035729,0,1
15424,E01006988,0,1
15430,E01035114,0,2
15441,E01029299,0,1
15448,E01025221,0,1
15450,E01020038,0,0
15451,E01015177,0,2
15459,E01001674,0,1
15462,E01000160,0,2
15466,E01019919,0,2
15472,E01022914,0,0
15484,E01021545,0,0
15485,E01024810,0,1
15487,E01014938,0,2
15496,E01034434,0,0
15509,E01000031,0,0
15511,E01033956,0,2
15518,E01035440,0,2
15521,E01008210,0,0
15527,E01007014,0,2
15529,E01001588,0,1
15530,E01021984,0,2
15537,E01025755,0,2
15541,E01002497,0,1
15547,E01002978,0,1
15549,E01006400,0,1
15556,E01031387,0,1
15557,E01021796,0,2
15558,E01014742,0,2
15569,E01028104,0,0
15570,E01004076,0,0
15574,E01020361,0,1
15589,E01006675,0,1
15591,E01013379,0,0
15604,E01010467,0,2
15610,E01029466,0,0
15611,E01016044,0,1
15612,E01024157,0,2
15613,E01031415,0,2
15615,E01020210,0,1
15635,E01016812,0,2
15644,E01026690,0,0
15646,E01013191,0,0
15650,E01004313,0,2
15651,E01006721,0,0
15653,E01005926,0,1
15654,E01015396,0,0
15657,E01016882,0,2
15666,E01024493,0,1
15667,E01032171,0,1
15671,E01031017,0,1
15675,E01024826,0,2
15676,E01014456,0,1
15681,E01008189,0,1
15682,E01014939,0,0
15684,E01007959,0,1
15693,E01001274,0,1
15698,E01000444,0,1
15706,E01034601,0,2
15710,E01022925,0,1
15712,E01034821,0,0
15715,E01017190,0,1
15718,E01019492,0,2
15721,E01032768,0,2
15727,E01032140,0,0
15728,E01032132,0,1
15733,E01033941,0,1
15737,E01003066,0,2
15745,E01000633,0,0
15748,E01021160,0,2
15752,E01008274,0,1
15755,E01001206,0,0
15758,E01016533,0,1
15759,E01006520,0,2
15762,E01024775,0,2
15763,E01006352,0,0
15775,E01034462,0,1
15779,E01011564,0,2
15782,E01003831,0,2
15787,E01024692,0,2
15791,E01013176,0,0
15799,E01001414,0,1
15801,E01001971,0,2
15811,E01016819,0,0
15814,E01015915,0,1
15829,E01024662,0,0
15831,E01029968,0,0
15844,E01012224,0,1
15846,E01017187,0,2
15848,E01015337,0,2
15851,E01015060,0,0
15853,E01006387,0,1
15854,E01034645,0,0
15861,E01030952,0,1
15865,E01008410,0,1
15867,E01027847,0,1
15877,E01007933,0,1
15881,E01022529,0,0
15884,E01018971,0,1
15885,E01024156,0,0
15886,E01022049,0,0
15896,E01015178,0,2
15897,E01023125,0,0
15899,E01017113,0,2
15905,E01014139,0,2
15906,E01017503,0,1
15908,E01015130,0,1
15916,E01012283,0,0
15919,E01007955,0,0
15924,E01018836,0,2
15925,E01006218,0,0
15927,E01018353,0,1
15929,E01011141,0,0
15930,E01004366,0,1
15932,E01029288,0,1
15933,E01002113,0,2
15934,E01008202,0,1
15935,E01009162,0,2
15940,E01023637,0,2
15941,E01025327,0,2
15942,E01016956,0,0
15944,E01005743,0,2
15949,E01001634,0,1
15960,E01008193,0,2
15961,E01007993,0,2
15963,E01021775,0,1
15966,E01012284,0,1
15974,E01001282,0,1
15975,E01015152,0,0
15976,E01001671,0,1
15977,E01031850,0,0
15981,E01010518,0,1
15982,E01024153,0,1
15984,E01019401,0,2
15986,E01000263,0,0
15991,E01021945,0,0
15995,E01002739,0,0
16000,E01000422,0,1
16003,E01032520,0,0
16014,E01028449,0,2
16016,E01030856,0,0
16017,E01005514,0,1
16019,E01001675,0,0
16020,E01034474,0,2
16023,E01008361,0,1
16026,E01031382,0,0
16027,E01025826,0,2
16028,E01011139,0,2
16033,E01020183,0,2
16037,E01016117,0,0
16055,E01031314,0,1
16057,E01003386,0,0
16061,E01024357,0,1
16065,E01001605,0,2
16070,E01024384,0,0
16072,E01012618,0,2
16074,E01006940,0,1
16078,E01021933,0,2
16081,E01035110,0,0
16082,E01033993,0,0
16087,E01026092,0,2
16098,E01035689,0,0
16099,E01028286,0,0
16101,E01017476,0,1
16108,E01017836,0,0
16110,E01020103,0,2
16116,E01027019,0,1
16117,E01012288,0,2
16118,E01003266,0,0
16124,E01029448,0,1
16126,E01027097,0,0
16127,E01032927,0,2
16129,E01021936,0,1
16134,E01017508,0,2
16136,E01033974,0,1
16144,E01002866,0,2
16146,E01007989,0,2
16153,E01035557,0,1
16154,E01035499,0,0
16156,E01007975,0,0
16157,E01021888,0,1
16161,E01015366,0,1
16167,E01004539,0,1
16168,E01004145,0,1
16171,E01001197,0,1
16175,E01024910,0,0
16176,E01033243,0,1
16179,E01008211,0,0
16185,E01029359,0,1
16187,E01021704,0,2
16190,E01004706,0,0
16191,E01015506,0,1
16192,E01033142,0,1
16197,E01004697,0,0
16205,E01017545,0,2
16207,E01006261,0,0
16213,E01011037,0,0
16214,E01015132,0,2
16216,E01012234,0,1
16220,E01034486,0,1
16221,E01030162,0,0
16225,E01024358,0,1
16228,E01003455,0,1
16230,E01033062,0,2
16233,E01029416,0,0
16234,E01024584,0,1
16237,E01013172,0,1
16239,E01027018,0,1
16242,E01034401,0,0
16243,E01006432,0,0
16248,E01000342,0,1
16249,E01008679,0,1
16250,E01007344,0,1
16252,E01035203,0,1
16253,E01033935,0,1
16256,E01001533,0,1
16257,E01032904,0,2
16260,E01002874,0,0
16272,E01002268,0,0
16274,E01032088,0,2
16277,E01033122,0,2
16279,E01021822,0,1
16289,E01012658,0,1
16294,E01015324,0,1
16303,E01025020,0,1
16304,E01030599,0,0
16307,E01006034,0,1
16310,E01022967,0,2
16311,E01002328,0,0
16312,E01003070,0,0
16315,E01004166,0,0
16320,E01004680,0,2
16322,E01013945,0,0
16324,E01000937,0,2
16326,E01027340,0,2
16327,E01006864,0,1
16329,E01033030,0,2
16336,E01013185,0,2
16339,E01017589,0,2
16342,E01004144,0,1
16346,E01008165,0,1
16348,E01020629,0,2
16351,E01016141,0,2
16353,E01001413,0,0
16355,E01006383,0,1
16359,E01015010,0,0
16364,E01032731,0,2
16365,E01022917,0,2
16366,E01014143,0,1
16368,E01017181,0,0
16371,E01032906,0,1
16373,E01034591,0,1
16375,E01031411,0,0
16379,E01010958,0,2
16391,E01018421,0,1
16392,E01007688,0,0
16394,E01013944,0,1
16406,E01021193,0,0
16412,E01028934,0,2
16414,E01000582,0,1
16415,E01024717,0,2
16416,E01005986,0,2
16417,E01025977,0,0
16421,E01002329,0,2
16424,E01032314,0,2
16425,E01008497,0,2
16426,E01021011,0,0
16428,E01021370,0,1
16431,E01021910,0,0
16433,E01017454,0,1
16435,E01021729,0,1
16441,E01010690,0,1
16442,E01001979,0,2
16445,E01007404,0,0
16448,E01013192,0,2
16452,E01017530,0,0
16456,E01003438,0,1
16459,E01008206,0,0
16460,E01002516,0,1
16465,E01000121,0,0
16466,E01020144,0,0
16468,E01002121,0,2
16470,E01001016,0,1
16472,E01005945,0,0
16473,E01008197,0,1
16481,E01018268,0,0
16485,E01000398,0,0
16487,E01031976,0,2
16490,E01002909,0,0
16503,E01031118,0,2
16508,E01009850,0,1
16509,E01020988,0,2
16513,E01028434,0,1
16516,E01034649,0,2
16518,E01032829,0,1
16524,E01006830,0,0
16528,E01007997,0,2
16530,E01021838,0,1
16532,E01004757,0,1
16542,E01021937,0,2
16544,E01016048,0,2
16549,E01006381,0,1
16553,E01016869,0,1
16555,E01019827,0,1
16556,E01028446,0,2
16557,E01024521,0,0
16561,E01029029,0,0
16566,E01007116,0,2
16570,E01000494,0,0
16571,E01013810,0,0
16574,E01013099,0,0
16578,E01002681,0,0
16582,E01002081,0,2
16584,E01000885,0,1
16589,E01027095,0,0
16590,E01032300,0,0
16591,E01014438,0,0
16592,E01030720,0,0
16593,E01032142,0,1
16597,E01027787,0,1
16600,E01000145,0,0
16601,E01032669,0,2
16603,E01015889,0,1
16605,E01004362,0,2
16606,E01000472,0,2
16607,E01006556,0,2
16615,E01026182,0,0
16620,E01013170,0,0
16622,E01024452,0,0
16623,E01016734,0,0
16624,E01011721,0,2
16629,E01000326,0,0
16646,E01017154,0,0
16648,E01002333,0,0
16649,E01028300,0,0
16650,E01006266,0,2
16653,E01028440,0,1
16660,E01024900,0,1
16661,E01004419,0,2
16662,E01021823,0,0
16665,E01032149,0,2
16669,E01005421,0,2
16672,E01032096,0,1
16675,E01034974,0,0
16677,E01035552,0,0
16684,E01007077,0,2
16685,E01007683,0,2
16690,E01001201,0,1
16694,E01006275,0,1
16695,E01007117,0,2
16697,E01013358,0,1
16704,E01029102,0,0
16710,E01003412,0,2
16719,E01016047,0,1
16720,E01027913,0,0
16727,E01016178,0,2
16729,E01032221,0,1
16734,E01009394,0,2
16735,E01019921,0,0
16737,E01022411,0,2
16738,E01023481,0,0
16739,E01030884,0,1
16742,E01006993,0,1
16743,E01022530,0,2
16744,E01026520,0,1
16748,E01013305,0,2
16756,E01004128,0,1
16762,E01024100,0,1
16763,E01000132,0,0
16764,E01034812,0,2
16770,E01029689,0,0
16771,E01017327,0,2
16773,E01000630,0,1
16774,E01017513,0,0
16779,E01006215,0,1
16780,E01028631,0,2
16782,E01002679,0,0
16784,E01023877,0,1
16785,E01029686,0,1
16787,E01001542,0,2
16791,E01002708,0,0
16793,E01013274,0,2
16804,E01004464,0,1
16807,E01033132,0,2
16808,E01024608,0,1
16810,E01020657,0,0
16813,E01035231,0,1
16818,E01006069,0,0
16820,E01018284,0,0
16821,E01000376,0,0
16822,E01013443,0,2
16823,E01018749,0,0
16825,E01011038,0,1
16828,E01003833,0,1
16830,E01007606,0,0
16833,E01001682,0,1
16834,E01002853,0,2
16837,E01003069,0,2
16843,E01012585,0,0
16845,E01018972,0,1
16846,E01010682,0,2
16850,E01034300,0,2
16851,E01035584,0,2
16852,E01010654,0,2
16857,E01003036,0,0
16859,E01002182,0,0
16863,E01016374,0,2
16865,E01001512,0,2
16868,E01005086,0,0
16870,E01031389,0,1
16877,E01029276,0,0
16881,E01005548,0,2
16884,E01021274,0,0
16888,E01018305,0,2
16889,E01006939,0,2
16893,E01002533,0,2
16895,E01004471,0,1
16896,E01005958,0,1
16897,E01021196,0,2
16899,E01002116,0,2
16900,E01021538,0,1
16910,E01005648,0,1
16912,E01019217,0,1
16914,E01015534,0,0
16915,E01011084,0,2
16918,E01026821,0,2
16919,E01034594,0,0
16920,E01024513,0,2
16921,E01000966,0,1
16925,E01034835,0,2
16927,E01018133,0,0
16928,E01006376,0,0
16929,E01007568,0,2
16936,E01008275,0,2
16937,E01014376,0,0
16938,E01001651,0,2
16940,E01000228,0,1
16941,E01001404,0,0
16952,E01005528,0,2
16956,E01033598,0,1
16958,E01034277,0,0
16964,E01001945,0,1
16965,E01028917,0,1
16967,E01017468,0,1
16972,E01017851,0,2
16975,E01031802,0,0
16977,E01020150,0,2
16978,E01002411,0,2
16985,E01007610,0,1
16987,E01004167,0,2
16990,E01033179,0,1
16992,E01022040,0,0
16993,E01002857,0,2
16994,E01006498,0,0
17004,E01025780,0,2
17011,E01021852,0,1
17012,E01002123,0,2
17014,E01007109,0,1
17016,E01016019,0,1
17020,E01033986,0,0
17021,E01018582,0,0
17029,E01011107,0,0
17031,E01012613,0,0
17034,E01008464,0,1
17038,E01030955,0,2
17040,E01017105,0,0
17042,E01004470,0,0
17045,E01035496,0,1
17046,E01033847,0,2
17047,E01004129,0,0
17050,E01022026,0,0
17051,E01012985,0,0
17056,E01024546,0,2
17058,E01013291,0,1
17060,E01031785,0,0
17063,E01007400,0,1
17064,E01012657,0,0
17067,E01005781,0,1
17071,E01028422,0,0
17074,E01007985,0,0
17075,E01019889,0,2
17079,E01002163,0,1
17081,E01005615,0,1
17085,E01004412,0,1
17087,E01020630,0,0
17088,E01025208,0,2
17090,E01015272,0,2
17091,E01000245,0,1
17094,E01005667,0,0
17099,E01005263,0,2
17100,E01005135,0,2
17101,E01014893,0,2
17102,E01009397,0,1
17106,E01028426,0,0
17107,E01029765,0,1
17110,E01004896,0,0
17111,E01032172,0,2
17121,E01025304,0,2
17124,E01006222,0,1
17130,E01029729,0,2
17136,E01019465,0,0
17139,E01000415,0,1
17143,E01010983,0,1
17145,E01027293,0,2
17147,E01006274,0,2
17156,E01013709,0,2
17157,E01003698,0,2
17164,E01001411,0,1
17169,E01011066,0,0
17171,E01031180,0,2
17175,E01004460,0,2
17176,E01034483,0,1
17181,E01003906,0,1
17182,E01030719,0,1
17187,E01003065,0,1
17188,E01005038,0,2
17190,E01025763,0,0
17204,E01032735,0,1
17212,E01030124,0,1
17222,E01004864,0,0
17223,E01025182,0,0
17224,E01029718,0,0
17229,E01003679,0,1
17232,E01025779,0,0
17234,E01002667,0,1
17236,E01001242,0,0
17238,E01004306,0,0
17239,E01013663,0,2
17241,E01015552,0,2
17253,E01001614,0,0
17255,E01030951,0,1
17256,E01001241,0,1
17258,E01002888,0,1
17259,E01020669,0,2
17260,E01026026,0,0
17267,E01001672,0,0
17268,E01014856,0,0
17272,E01033760,0,2
17276,E01014793,0,0
17279,E01022069,0,0
17280,E01011224,0,0
17282,E01015411,0,1
17283,E01001855,0,0
17284,E01018246,0,1
17287,E01002514,0,2
17290,E01001138,0,1
17295,E01018072,0,2
17297,E01010227,0,0
17300,E01017787,0,1
17302,E01002926,0,1
17303,E01026823,0,0
17307,E01030981,0,2
17316,E01013414,0,0
17317,E01017913,0,0
17319,E01003710,0,2
17320,E01017532,0,1
17321,E01011701,0,1
17326,E01030330,0,2
17329,E01014936,0,0
17332,E01021819,0,1
17337,E01015586,0,2
17341,E01028837,0,2
17345,E01018837,0,2
