areacd,d_or_o
E00044483,1
E00142591,2
E00064833,0
E00062057,1
E00056899,2
E00165184,1
E00097925,1
E00136826,0
E00044287,0
E00141293,0
E00044786,2
E00053653,1
E00170049,0
E00134612,2
E00182712,1
E00064326,0
E00061514,2
E00091083,0
E00152779,2
E00186640,2
E00035966,2
E00168774,2
E00186656,1
E00089838,0
E00096191,2
E00046563,2
E00037569,2
E00068121,1
E00148945,1
E00163765,0
E00109139,1
E00109141,1
E00025092,0
E00188209,2
E00160509,0
E00048207,2
E00069106,0
E00178511,2
E00165347,2
E00094882,0
E00044470,0
E00189005,1
E00050592,0
E00011077,1
E00058531,2
E00056920,0
E00139333,2
E00026493,0
E00039593,0
E00058538,0
E00101642,2
E00137889,1
E00146746,0
E00137754,1
E00096878,0
E00073200,2
E00138048,2
E00114898,0
E00046014,0
E00097639,1
E00072254,2
E00142170,1
E00171716,0
E00138107,1
E00122323,0
E00038989,0
E00094912,0
E00080682,1
E00166550,0
E00054060,1
E00098322,1
E00053839,2
E00050596,1
E00143962,2
E00081314,0
E00163610,0
E00162552,2
E00186625,0
E00060652,1
E00096092,1
E00061229,1
E00060105,1
E00007504,2
E00072471,0
E00135181,1
E00058532,2
E00060683,0
E00158333,2
E00176980,1
E00135790,0
E00170285,0
E00003590,0
E00062214,1
E00127642,0
E00060120,1
E00069374,2
E00048107,0
E00168542,2
E00048103,0
E00122016,1
E00092024,2
E00047531,2
E00137799,2
E00143854,2
E00044187,0
E00064142,0
E00018358,0
E00080708,2
E00048066,2
E00180120,1
E00064328,2
E00059115,1
E00148772,1
E00049219,2
E00059258,0
E00190025,2
E00096194,2
E00017453,0
E00096195,1
E00000487,1
E00174207,0
E00189244,2
E00091203,0
E00134163,1
E00051379,1
E00069093,1
E00037612,2
E00143863,0
E00101534,0
E00042535,0
E00106527,1
E00070922,2
E00102489,2
E00175815,2
E00066823,0
E00122054,2
E00054227,0
E00078254,1
E00056960,1
E00128301,1
E00039499,1
E00178688,0
E00082698,2
E00044190,1
E00035971,2
E00096809,1
E00043748,0
E00137951,0
E00048065,2
E00151083,1
E00094851,2
E00174196,2
E00134932,0
E00134638,1
E00190022,2
E00044706,0
E00054712,0
E00188207,1
E00093643,1
E00050598,2
E00095537,0
E00142126,2
E00097638,0
E00080721,0
E00136100,0
E00147995,2
E00081139,0
E00048742,2
E00049015,1
E00071123,1
E00105685,0
E00096304,0
E00165344,1
E00143876,0
E00137888,2
E00104415,1
E00121185,0
E00166006,0
E00050428,0
E00094897,2
E00018354,2
E00151586,1
E00064228,2
E00134659,1
E00133956,0
E00096808,2
E00096802,1
E00148538,1
E00024932,2
E00060117,0
E00078924,2
E00025846,1
E00053079,1
E00064334,2
E00079899,2
E00058865,0
E00030415,1
E00158375,2
E00066207,1
E00112987,0
E00094887,2
E00056535,0
E00130029,2
E00038431,2
E00076229,2
E00102492,1
E00104703,1
E00105638,0
E00132680,1
E00105688,0
E00054047,2
E00134365,2
E00044795,2
E00073773,0
E00097915,2
E00069100,0
E00091842,2
E00096334,2
E00060142,1
E00139696,1
E00133364,0
E00099069,0
E00081889,0
E00091231,2
E00064844,2
E00094904,0
E00018465,1
E00057998,0
E00158571,0
E00132812,1
E00060030,1
E00142542,0
E00135212,0
E00105722,0
E00096297,2
E00117474,1
E00141294,2
E00060019,1
E00071604,2
E00109267,1
E00069251,0
E00094907,0
E00089843,0
E00168672,0
E00069249,1
E00034244,1
E00041659,2
E00133185,1
E00143892,1
E00054046,2
E00130274,2
E00018947,2
E00146210,0
E00127509,2
E00079236,1
E00126684,1
E00134661,2
E00071741,1
E00072325,2
E00054228,0
E00037797,0
E00035648,1
E00095999,1
E00124048,1
E00142168,1
E00062654,2
E00028233,0
E00088446,0
E00081312,0
E00098618,2
E00069351,0
E00036595,1
E00055886,0
E00063978,2
E00167584,0
E00151397,2
E00102710,2
E00054096,2
E00024258,2
E00038266,1
E00102998,1
E00166239,1
E00026526,2
E00098931,2
E00026696,1
E00010644,1
E00039416,0
E00165341,2
E00054058,1
E00069019,0
E00011058,0
E00126696,1
E00174195,0
E00072278,1
E00024683,1
E00134544,1
E00061302,2
E00105805,1
E00039443,0
E00100213,0
E00091257,2
E00176662,2
E00091226,2
E00087488,0
E00153139,0
E00080952,1
E00097476,1
E00096804,2
E00099330,1
E00190020,2
E00053490,0
E00088445,0
E00105726,2
E00064338,0
E00029675,1
E00044857,1
E00166473,1
E00039441,1
E00169740,0
E00094850,1
E00060572,2
E00127548,0
E00128973,2
E00035668,1
E00130030,2
E00000482,1
E00072105,1
E00135744,2
E00095989,2
E00072218,0
E00060696,1
E00100328,2
E00080604,0
E00048113,1
E00032561,2
E00034366,0
E00068166,1
E00063870,0
E00151986,1
E00051199,2
E00078466,2
E00072866,1
E00095957,1
E00055012,0
E00125440,1
E00148551,1
E00037775,0
E00079606,2
E00109118,1
E00080695,2
E00090992,1
E00184690,0
E00081867,0
E00166252,0
E00081868,0
E00131959,1
E00018397,2
E00021911,0
E00065154,0
E00168163,1
E00134504,2
E00174206,0
E00051741,2
E00072538,1
E00142947,0
E00003210,2
E00142951,0
E00165636,0
E00049017,2
E00181376,2
E00185574,1
E00051371,2
E00159824,1
E00132809,0
E00069018,2
E00133372,1
E00189234,1
E00018877,0
E00148818,1
E00064230,0
E00158373,2
E00148809,1
E00135484,1
E00070914,0
E00094844,1
E00064227,1
E00040646,0
E00081401,1
E00059511,1
E00128972,1
E00063979,1
E00096366,0
E00068184,2
E00145904,2
E00104464,1
E00105723,1
E00172819,1
E00158193,2
E00063227,1
E00105721,1
E00189116,0
E00024944,1
E00044472,2
E00068145,2
E00143041,2
E00104223,2
E00134332,0
E00061907,0
E00054054,1
E00165861,1
E00126699,0
E00018961,0
E00062159,0
E00108084,0
E00044355,2
E00062160,1
E00132773,1
E00065348,0
E00073206,0
E00038790,0
E00189894,0
E00060615,0
E00072052,0
E00071250,2
E00096880,0
E00030385,0
E00060756,1
E00033510,2
E00047564,0
E00151399,2
E00011987,1
E00059515,0
E00151403,0
E00143192,2
E00109319,0
E00142954,1
E00057471,1
E00098223,1
E00048086,0
E00044480,2
E00180815,0
E00002862,0
E00148770,2
E00108851,0
E00035505,1
E00158357,2
E00148764,0
E00044201,2
E00049903,1
E00138166,1
E00135585,2
E00173652,0
E00126965,0
E00039252,0
E00087319,0
E00137761,0
E00061324,2
E00051211,2
E00117335,1
E00107100,1
E00037471,1
E00063250,1
E00051200,1
E00123774,1
E00151985,0
E00159832,1
E00098912,1
E00071512,0
E00105807,1
E00132657,2
E00081944,1
E00084055,2
E00123685,0
E00126692,2
E00051641,1
E00064883,1
E00144754,1
E00053497,1
E00174202,2
E00098840,2
E00071121,2
E00068038,0
E00166262,2
E00095985,1
E00060855,0
E00172805,1
E00177846,2
E00140622,0
E00106071,0
E00018933,1
E00068200,1
E00072337,0
E00046560,2
E00135817,1
E00099889,0
E00126681,2
E00029683,0
E00063433,1
E00063892,0
E00019203,0
E00159819,1
E00062843,2
E00181750,2
E00048708,0
E00045278,1
E00159811,1
E00056952,0
E00062656,0
E00166003,0
E00148534,2
E00169565,1
E00121935,0
E00062064,2
E00059577,0
E00091581,1
E00049236,1
E00064054,1
E00039498,2
E00143315,2
E00056940,2
E00044375,2
E00072849,1
E00048210,1
E00038612,0
E00072850,1
E00072234,2
E00137795,2
E00056141,0
E00094238,0
E00032918,2
E00135308,0
E00005579,1
E00070877,0
E00137358,0
E00061308,1
E00097895,0
E00031028,2
E00146981,2
E00033956,0
E00175730,1
E00038283,1
E00137790,2
E00044228,0
E00081326,2
E00109209,1
E00095234,2
E00069363,0
E00097736,1
E00189137,2
E00123686,0
E00096805,0
E00055931,0
E00128327,2
E00079615,2
E00101848,0
E00175790,1
E00091879,0
E00081329,2
E00035767,0
E00078942,2
E00137788,1
E00048220,0
E00152761,0
E00158377,1
E00068334,2
E00017407,2
E00080605,0
E00064509,2
E00058554,2
E00096816,0
E00135745,1
E00055145,0
E00047325,1
E00026779,0
E00097888,1
E00039266,0
E00034382,2
E00055255,2
E00079291,2
E00061326,0
E00125457,0
E00166471,1
E00096312,0
E00127699,1
E00125455,1
E00048104,2
E00060846,1
E00061228,2
E00136753,1
E00155394,1
E00100080,0
E00054725,0
E00055933,1
E00146247,1
E00096833,0
E00137174,2
E00098842,0
E00098376,2
E00143872,1
E00035125,1
E00074897,2
E00099186,1
E00174205,1
E00169195,2
E00121767,2
E00068044,0
E00090907,1
E00060924,1
E00026422,2
E00061569,0
E00064900,2
E00064174,1
E00061565,2
E00159827,1
E00062198,1
E00177002,2
E00108343,0
E00062150,0
E00135789,1
E00101811,2
E00109418,1
E00136959,1
E00080672,0
E00182006,1
E00116863,0
E00028433,2
E00063172,0
E00135487,2
E00036594,2
E00079719,2
E00051599,1
E00019032,0
E00167587,0
E00165860,1
E00053501,0
E00078931,2
E00113725,2
E00034432,0
E00137355,0
E00058155,0
E00038285,2
E00099634,1
E00065748,2
E00028178,2
E00047130,2
E00032948,1
E00094911,2
E00036248,2
E00087490,1
E00069040,1
E00080723,1
E00039415,1
E00090916,1
E00176828,2
E00033741,0
E00102277,2
E00182836,2
E00058672,1
E00035911,0
E00037610,1
E00101557,0
E00081378,2
E00081380,2
E00091260,2
E00048571,2
E00171983,0
E00069273,0
E00109147,0
E00074909,2
E00026319,0
E00037433,0
E00097901,2
E00071668,0
E00091213,1
E00109298,0
E00001988,2
E00166525,1
E00109113,0
E00081409,1
E00109234,1
E00138765,1
E00031275,1
E00073195,2
E00034926,0
E00141404,2
E00084910,2
E00096091,0
E00134633,2
E00025372,2
E00064295,2
E00099223,0
E00070648,2
E00044203,1
E00137791,0
E00137489,2
E00137485,1
E00144038,1
E00159906,0
E00144276,1
E00048114,1
E00094872,0
E00134676,2
E00098846,1
E00166939,2
E00159905,1
E00128696,2
E00153033,2
E00099071,0
E00063858,1
E00033961,2
E00160691,1
E00124047,0
E00044206,1
E00144000,1
E00143878,2
E00070890,1
E00046951,0
E00147758,1
E00132426,2
E00070887,2
E00064330,2
E00047470,2
E00115881,0
E00171881,0
E00109477,2
E00064182,2
E00143867,2
E00149011,1
E00176882,0
E00108346,1
E00099938,0
E00091089,0
E00053487,0
E00106407,2
E00084046,2
E00061253,2
E00134513,0
E00170567,2
E00126683,1
E00186152,1
E00074888,1
E00079867,0
E00063882,1
E00070923,0
E00061521,1
E00091735,0
E00071695,0
E00018860,0
E00095853,1
E00062121,1
E00171226,0
E00168782,2
E00040672,1
E00062658,0
E00068173,2
E00159807,2
E00099359,2
E00126690,1
E00056926,2
E00134917,1
E00121852,0
E00181403,0
E00031243,0
E00058152,2
E00093662,0
E00054095,0
E00054094,1
E00131160,2
E00054713,0
E00035908,0
E00094913,2
E00031026,0
E00025033,2
E00054726,0
E00051217,0
E00058479,2
E00097610,0
E00037611,0
E00158335,1
E00072258,1
E00186760,2
E00023632,1
E00062714,1
E00070870,2
E00063946,0
E00104597,0
E00132548,1
E00105803,2
E00079617,1
E00072267,1
E00102176,1
E00068740,2
E00079733,2
E00095966,2
E00124053,2
E00032837,1
E00081403,2
E00091729,1
E00030926,2
E00171855,1
E00164662,2
E00048635,1
E00045394,2
E00061312,0
E00180821,1
E00102825,2
E00035207,1
E00037958,0
E00097913,2
E00122448,2
E00158356,2
E00099391,1
E00048078,2
E00099392,1
E00055172,0
E00142964,0
E00064373,0
E00081700,0
E00125432,0
E00109112,1
E00059604,0
E00180094,1
E00159909,1
E00034925,2
E00037865,0
E00061146,0
E00151984,0
E00125452,1
E00051208,0
E00071762,1
E00059571,2
E00061227,0
E00072383,2
E00044311,1
E00044313,0
E00150661,0
E00179927,2
E00143966,0
E00091087,0
E00030376,1
E00040741,2
E00064185,2
E00095963,0
E00063888,2
E00097214,1
E00030378,0
E00122001,0
E00060927,1
E00097851,0
E00121766,1
E00138096,1
E00012255,2
E00051382,1
E00133370,0
E00074890,0
E00164903,1
E00071790,0
E00035497,0
E00138068,1
E00122073,0
E00164989,0
E00175293,2
E00072856,0
E00053485,0
E00069595,1
E00064930,2
E00090859,1
E00069593,0
E00065397,1
E00095851,1
E00048837,2
E00068226,1
E00044351,0
E00150662,1
E00102522,0
E00144005,0
E00068062,0
E00064058,2
E00185052,1
E00033969,1
E00137874,2
E00039503,1
E00069067,1
E00021883,1
E00049205,2
E00079005,1
E00105730,2
E00172820,2
E00158522,0
E00151398,1
E00081319,0
E00030413,2
E00050692,1
E00034195,1
E00017299,1
E00153137,1
E00049190,2
E00109338,0
E00098864,0
E00079604,2
E00146754,1
E00136835,2
E00088491,1
E00079601,1
E00116549,2
E00069282,1
E00185074,0
E00121190,0
E00039475,1
E00040676,1
E00178544,1
E00044632,0
E00048703,0
E00097877,2
E00128328,2
E00035969,2
E00186774,2
E00032838,2
E00087321,0
E00189597,1
E00045766,0
E00020344,1
E00048432,1
E00057124,0
E00055157,1
E00068928,0
E00095003,1
E00152764,0
E00048232,2
E00168675,2
E00096889,0
E00080608,2
E00091680,1
E00171948,2
E00124753,0
E00041249,1
E00137483,2
E00125244,2
E00083234,2
E00073596,2
E00081951,2
E00087742,0
E00138619,0
E00105636,2
E00050291,1
E00140485,1
E00164711,0
E00079372,2
E00107087,0
E00165746,2
E00084358,1
E00064360,2
E00058291,1
E00019010,1
E00177338,1
E00060805,2
E00099213,2
E00063852,0
E00175329,0
E00111303,1
E00107818,0
E00101109,2
E00150052,2
E00134769,2
E00071620,2
E00099078,0
E00106004,2
E00134771,1
E00171270,2
E00134506,0
E00069255,0
E00172177,2
E00012677,2
E00089842,0
E00107803,2
E00127341,1
E00143995,2
E00063441,1
E00058130,1
E00159830,0
E00040736,0
E00101810,2
E00079233,1
E00035155,0
E00173816,1
E00128303,1
E00094847,0
E00128300,2
E00063986,1
E00017303,1
E00159820,2
E00045267,1
E00063169,0
E00069094,0
E00164997,2
E00125054,0
E00019200,2
E00037712,1
E00046037,0
E00138270,0
E00037762,0
E00095968,1
E00185208,2
E00071385,2
E00095930,1
E00038286,1
E00061903,2
E00166237,1
E00028185,1
E00114541,2
E00113731,2
E00091239,0
E00114191,1
E00138032,0
E00054053,0
E00060563,0
E00050694,0
E00051219,0
E00048120,0
E00128305,0
E00044473,0
E00108111,2
E00087371,1
E00136834,2
E00080737,2
E00173868,1
E00133047,1
E00184722,2
E00034940,1
E00175272,2
E00062664,0
E00018383,0
E00099541,0
E00158565,0
E00044580,2
E00169708,2
E00095964,2
E00105797,0
E00044180,2
E00158574,1
E00125782,2
E00046491,1
E00072037,2
E00135211,1
E00160504,2
E00095004,2
E00108234,2
E00166573,2
E00139003,1
E00048231,1
E00183662,0
E00146651,1
E00051730,0
E00029970,2
E00100232,1
E00166544,2
E00048058,2
E00026754,1
E00043089,0
E00115829,1
E00180307,0
E00048668,1
E00181713,0
E00026277,0
E00073776,2
E00142503,0
E00184678,0
E00180053,2
E00097909,0
E00173988,2
E00158406,2
E00050268,0
E00051195,0
E00063857,1
E00101121,2
E00150663,2
E00060135,2
E00059273,1
E00019016,2
E00108509,1
E00136680,1
E00098374,0
E00142653,2
E00040696,0
E00097924,0
E00122007,0
E00024264,0
E00026862,1
E00131817,0
E00040702,0
E00060929,1
E00091732,0
E00185103,1
E00189304,2
E00183258,2
E00133369,2
E00033707,2
E00044864,1
E00182806,2
E00088179,1
E00133186,0
E00021890,2
E00060013,1
E00159806,2
E00153308,2
E00102024,2
E00030390,1
E00032959,2
E00056095,2
E00030922,0
E00063435,0
E00097171,2
E00068227,2
E00096000,1
E00124054,0
E00086627,0
E00063414,2
E00054291,0
E00039432,1
E00095997,2
E00024316,0
E00064221,1
E00044363,2
E00015486,0
E00071501,0
E00175685,1
E00169949,0
E00101857,0
E00096856,1
E00035368,1
E00072190,0
E00165351,2
E00188487,1
E00054051,2
E00056138,2
E00096851,0
E00114179,2
E00148043,1
E00029959,1
E00134704,0
E00148041,0
E00096723,0
E00044477,0
E00048719,1
E00165426,0
E00183617,1
E00051300,0
E00044620,0
E00070874,0
E00095919,2
E00099292,0
E00136827,2
E00142589,1
E00095965,2
E00094876,2
E00044635,1
E00180942,2
E00058029,1
E00151265,1
E00054728,1
E00060669,2
E00024384,0
E00054732,2
E00188818,2
E00063912,1
E00059259,0
E00148777,0
E00081869,2
E00180324,1
E00112988,1
E00096819,2
E00096892,1
E00040661,0
E00081325,1
E00032851,0
E00063970,0
E00186246,0
E00151980,1
E00083247,0
E00060098,0
E00126966,1
E00130766,0
E00083232,2
E00068708,0
E00159907,0
E00166581,1
E00079433,2
E00062754,0
E00148378,0
E00164719,0
E00047070,1
E00166527,1
E00050274,1
E00038476,2
E00048833,0
E00051191,0
E00176213,1
E00109072,2
E00047435,0
E00095958,2
E00053656,0
E00041560,0
E00122004,1
E00187960,1
E00108675,0
E00017473,1
E00095984,2
E00100047,0
E00062297,0
E00094891,1
E00061474,2
E00063876,2
E00137169,0
E00107810,2
E00051751,1
E00076163,2
E00045081,0
E00026439,2
E00149007,2
E00048277,2
E00072339,0
E00006981,2
E00142978,2
E00061552,2
E00119977,1
E00040739,1
E00047507,0
E00148820,0
E00076509,0
E00110114,2
E00164993,0
E00096866,0
E00143997,0
E00095849,0
E00045272,1
E00095854,2
E00045279,1
E00078252,2
E00113727,1
E00045271,1
E00053383,2
E00050620,2
E00060062,0
E00099625,1
E00071675,0
E00172823,1
E00054278,2
E00054275,0
E00105731,0
E00096711,0
E00099638,0
E00064045,1
E00049228,0
E00037441,1
E00165353,1
E00061913,0
E00101851,0
E00108088,0
E00060564,1
E00054055,0
E00064242,2
E00055147,0
E00094653,0
E00165435,0
E00069288,2
E00138403,2
E00165431,2
E00160875,2
E00079600,1
E00190361,1
E00037423,1
E00188206,2
E00046240,1
E00030418,1
E00109339,2
E00081347,0
E00105601,2
E00044839,1
E00137749,0
E00102031,0
E00055170,1
E00188242,1
E00044209,2
E00049239,1
E00071907,2
E00173399,1
E00094903,2
E00137759,1
E00031277,2
E00025865,1
E00048637,1
E00040655,2
E00095987,2
E00062010,0
E00150789,2
E00044198,1
E00033488,2
E00095978,0
E00030361,0
E00166545,1
E00044771,1
E00064162,0
E00107793,2
E00046917,0
E00060101,2
E00125597,0
E00127653,2
E00064035,0
E00078983,0
E00132711,1
E00165591,2
E00091907,2
E00033475,2
E00184669,0
E00047518,1
E00123771,1
E00078930,1
E00149027,1
E00094849,1
E00096743,1
E00165585,0
E00072931,0
E00107817,1
E00159975,2
E00137173,1
E00095983,1
E00123584,2
E00134673,2
E00132439,0
E00136682,2
E00104484,0
E00089845,2
E00159762,2
E00037291,1
E00025232,1
E00140760,0
E00081153,2
E00075255,0
E00094908,2
E00064173,2
E00068561,2
E00015488,1
E00134156,0
E00064164,0
E00051594,1
E00102709,1
E00056897,2
E00061562,1
E00133182,0
E00113720,1
E00076511,1
E00127336,1
E00158530,1
E00139231,2
E00098005,0
E00133179,1
E00159817,1
E00064060,1
E00048740,1
E00131318,2
E00076499,0
E00087971,1
E00060770,1
E00071853,2
E00025016,2
E00018960,2
E00026000,0
E00166247,0
E00141422,0
E00071386,2
E00137153,2
E00072027,0
E00048385,2
E00061911,2
E00068571,2
E00109123,2
E00051222,1
E00029715,1
E00151241,2
E00035370,0
E00148037,2
E00150786,1
E00068197,2
E00006977,1
E00165343,0
E00094883,0
E00138025,0
E00096315,1
E00049059,1
E00130262,1
E00134540,0
E00130261,0
E00115831,2
E00171661,0
E00039444,2
E00020093,2
E00105808,0
E00117222,0
E00155403,1
E00186551,1
E00044846,0
E00179286,1
E00081402,1
E00168777,1
E00158577,2
E00125784,2
E00081942,1
E00044854,0
E00151087,2
E00070120,2
E00094896,1
E00109911,0
E00061275,2
E00175788,0
E00044194,0
E00040659,0
E00048076,2
E00064313,1
E00004412,1
E00035957,1
E00108144,1
E00126504,2
E00047511,1
E00142544,2
E00107792,1
E00107821,1
E00034365,0
E00046914,1
E00058469,0
E00117194,1
E00018360,0
E00094857,1
E00139230,2
E00082558,2
E00095982,1
E00146892,1
E00165116,1
E00125444,2
E00025287,2
E00078512,2
E00159903,2
E00100485,0
E00071989,2
E00070900,0
E00187002,0
E00096081,2
E00123583,0
E00080702,1
E00181320,1
E00117189,0
E00024619,0
E00107797,0
E00024618,1
E00153072,2
E00055002,2
E00026451,2
E00094714,0
E00108358,0
E00068206,0
E00131315,2
E00139211,0
E00051221,1
E00037188,0
E00098004,2
E00173820,0
E00105465,0
E00095959,2
E00063896,0
E00046552,1
E00127330,2
E00064167,0
E00139229,1
E00037735,1
E00130459,1
E00074916,0
E00096867,0
E00143998,1
E00079793,1
E00135497,0
E00080669,1
E00098930,0
E00048399,2
E00139335,1
E00079789,1
E00137048,0
E00080964,0
E00142998,0
E00132260,1
E00134708,2
E00044378,0
E00088176,1
E00165358,1
E00165357,0
E00033726,1
E00056922,1
E00030414,0
E00024288,2
E00105732,1
E00143999,1
E00035371,1
E00054104,0
E00044204,0
E00040671,2
E00159787,2
E00039587,2
E00072188,1
E00070879,0
E00143265,2
E00069287,1
E00048727,2
E00069286,0
E00070873,1
E00143455,2
E00170618,2
E00068927,1
E00061301,0
E00162981,1
E00047595,2
E00063920,2
E00046008,2
E00088463,0
E00074911,2
E00074910,1
E00056883,2
E00154477,1
E00061297,0
E00063981,2
E00162557,2
E00078447,0
E00146661,2
E00173400,1
E00142957,2
E00146655,0
E00173401,1
E00093286,0
E00091707,1
E00045389,0
E00081328,0
E00046806,1
E00130791,0
E00037460,1
E00143991,1
E00054107,2
E00081398,2
E00134503,0
E00134364,0
E00130770,1
E00009383,1
E00131600,1
E00144277,0
E00048116,0
E00180109,2
E00064168,2
E00152766,0
E00040674,0
E00025574,2
E00165590,2
E00071927,2
E00105872,1
E00167550,2
E00066991,0
E00040822,1
E00071127,2
E00063236,2
E00064363,0
E00123769,1
E00132424,0
E00168664,0
E00011069,0
E00107796,1
E00159985,2
E00158783,0
E00097858,2
E00107798,1
E00143039,1
E00150678,1
E00107814,1
E00068045,2
E00025858,2
E00096554,1
E00108363,0
E00032947,2
E00061800,1
E00019033,2
E00098835,1
E00132256,0
E00040738,2
E00098918,0
E00000492,1
E00102840,0
E00109261,2
E00097178,1
E00151067,1
E00132364,2
E00098838,0
E00131870,1
E00127337,1
E00175273,1
E00131316,2
E00188336,0
E00045269,1
E00081420,1
E00059658,1
E00104945,0
E00060769,2
E00072386,1
E00097964,1
E00152769,1
E00186720,1
E00064056,0
E00185631,0
E00032941,1
E00101849,0
E00139179,0
E00056137,0
E00056143,0
E00060038,1
E00054109,1
E00032949,1
E00072193,1
E00096831,2
E00162287,2
E00037436,0
E00102737,2
E00025668,0
E00138794,2
E00048127,0
E00094884,0
E00031027,2
E00187844,2
E00105668,2
E00105717,1
E00117099,0
E00095980,1
E00134542,2
E00079298,0
E00105667,1
E00024267,2
E00131872,2
E00175767,2
E00170237,0
E00046936,2
E00165417,1
E00140477,1
E00042546,1
E00069269,2
E00173406,0
E00035967,2
E00097144,1
E00087278,2
E00105589,0
E00132538,1
E00096820,1
E00179062,2
E00185956,1
E00051353,0
E00164668,1
E00055006,0
E00044197,1
E00055153,2
E00030365,1
E00059890,1
E00151979,1
E00116576,1
E00076230,0
E00038022,2
E00104520,2
E00061266,1
E00083255,2
E00051142,1
E00081396,1
E00165597,2
E00076493,1
E00136796,0
E00127654,0
E00054031,2
E00080594,0
E00038584,1
E00091687,0
E00040638,1
E00115608,1
E00068153,2
E00106003,0
E00142478,1
E00169506,0
E00071129,0
E00094893,1
E00159747,1
E00159831,0
E00095969,1
E00071753,1
E00063910,2
E00053683,0
E00138095,2
E00025223,2
E00169192,1
E00060151,0
E00060566,2
E00187993,0
E00035299,2
E00026447,2
E00065838,0
E00148031,1
E00091708,2
E00035481,0
E00148312,2
E00097886,0
E00127658,1
E00064325,1
E00064319,2
E00066539,1
E00040732,2
E00109337,0
E00061329,2
E00104467,2
E00090891,2
E00080741,2
E00051141,2
E00029691,1
E00057303,1
E00109276,1
E00159400,2
E00188315,1
E00139287,0
E00032952,1
E00160680,0
E00109582,0
E00072388,0
E00035683,0
E00032943,2
E00047284,0
E00117234,1
E00095967,2
E00061914,2
E00166242,2
E00045670,2
E00061224,2
E00055164,0
E00131881,0
E00143243,1
E00109125,0
E00060754,2
E00072106,0
E00033982,1
E00148765,2
E00075257,2
E00059246,0
E00184685,2
E00079931,2
E00102529,2
E00033738,1
E00080876,0
E00034356,1
E00037820,2
E00078505,0
E00070875,1
E00167571,1
E00037731,2
E00039396,2
E00060163,0
E00134541,2
E00100520,0
E00163629,2
E00096874,0
E00044845,2
E00046015,0
E00046875,0
E00012499,1
E00168124,0
E00038983,1
E00055937,0
E00055938,2
E00051265,2
E00189527,0
E00158572,0
E00018374,2
E00044615,2
E00165623,0
E00060894,0
E00094716,2
E00165453,1
E00048097,1
E00072241,2
E00033976,2
E00081327,0
E00104462,0
E00165637,1
E00048060,1
E00019206,1
E00171262,0
E00063871,2
E00087748,1
E00057609,0
E00105439,0
E00071946,1
E00153060,2
E00057957,1
E00046812,0
E00079055,1
E00134543,2
E00135580,0
E00165115,0
E00017027,2
E00076489,2
E00076490,2
E00104004,0
E00094860,1
E00064317,2
E00132436,2
E00048469,2
E00156825,2
E00152064,1
E00064358,2
E00051307,2
E00131165,2
E00188004,1
E00038003,0
E00102659,0
E00054105,2
E00143884,0
E00131841,1
E00028174,1
E00127673,1
E00134545,0
E00096013,1
E00120978,2
E00104511,1
E00139209,2
E00135847,1
E00032822,0
E00046229,1
E00107801,0
E00122269,2
E00099386,0
E00062904,2
E00057611,2
E00108478,1
E00160876,1
E00097907,0
E00035401,2
E00077811,0
E00143996,2
E00152902,1
E00093570,0
E00080866,2
E00131150,2
E00064909,2
E00114499,0
E00135494,2
E00187280,0
E00097876,0
E00126689,2
E00032935,0
E00153136,0
E00030432,0
E00048736,1
E00048716,2
E00097102,0
E00054072,2
E00060803,2
E00037437,1
E00166588,2
E00094657,2
E00131957,2
E00046885,1
E00188191,1
E00100494,2
E00071958,2
E00026521,1
E00164950,0
E00038806,0
E00096852,2
E00032957,0
E00107799,2
E00166537,1
E00114840,2
E00080685,0
E00065787,0
E00102078,1
E00096326,0
E00158416,2
E00086581,2
E00045158,2
E00173862,0
E00109347,0
E00180244,0
E00074912,2
E00142617,2
E00024236,1
E00071519,1
E00048115,1
E00148320,1
E00034673,1
E00183246,0
E00064925,1
E00048087,0
E00044848,2
E00063261,0
E00091743,2
E00113098,2
E00133367,1
E00050607,1
E00181278,2
E00038000,1
E00128312,0
E00144001,0
E00044200,2
E00108000,0
E00062004,2
E00051145,1
E00164952,1
E00083253,0
E00127661,1
E00096547,2
E00046931,0
E00063911,2
E00091746,0
E00102835,2
E00136789,1
E00038282,1
E00095698,1
E00158420,2
E00050273,0
E00095990,2
E00064316,1
E00189192,2
E00026755,1
E00019180,1
E00122045,2
E00093656,2
E00030411,2
E00048100,1
E00146893,0
E00071919,0
E00159833,0
E00141405,1
E00063875,0
E00039618,2
E00073576,1
E00063983,2
E00032938,0
E00108341,1
E00000549,2
E00148288,0
E00171200,2
E00059943,1
E00159916,1
E00044195,2
E00148767,1
E00071831,2
E00103398,0
E00098384,2
E00019204,0
E00047561,1
E00079933,0
E00069111,1
E00159911,1
E00130478,0
E00026946,0
E00097875,1
E00185062,1
E00018950,0
E00058295,2
E00060568,1
E00051284,1
E00146295,0
E00029209,0
E00082015,1
E00185226,1
E00104944,2
E00025778,2
E00105692,1
E00028250,2
E00159808,2
E00172824,2
E00105733,1
E00151390,1
E00063982,0
E00091055,2
E00038444,1
E00166586,2
E00059938,0
E00055094,0
E00056540,1
E00053377,0
E00056144,2
E00139283,1
E00124774,0
E00044193,2
E00044832,1
E00101137,0
E00094886,1
E00096189,2
E00069367,1
E00064218,0
E00143963,1
E00104508,1
E00081708,0
